Site Name,Latitude,Longitude,Period (s),1.0000000000000009E-4,1.299999999999999E-4,1.6E-4,1.9999999999999985E-4,2.5E-4,3.200000000000001E-4,4.000000000000001E-4,5.000000000000001E-4,6.299999999999998E-4,7.899999999999998E-4,0.0010000000000000002,0.0012599999999999996,0.0015799999999999998,0.0020000000000000005,0.0025100000000000005,0.00316,0.003979999999999999,0.005009999999999998,0.006310000000000001,0.007940000000000003,0.010000000000000004,0.012589999999999999,0.015849999999999993,0.019949999999999996,0.025119999999999996,0.031619999999999995,0.03980999999999999,0.050120000000000005,0.0631,0.07943000000000001,0.10000000000000002,0.12589000000000003,0.15849,0.19952999999999999,0.25119,0.31622999999999996,0.39811,0.50119,0.63096,0.79433,1.0,1.25893,1.58489,1.99526,2.51189,3.16228,3.98107,5.01187,6.309570000000001,7.943279999999999,10.0
SBSM,34.064986000000005,-117.29201000000002,3.0,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393814754711899E-4,3.393779230237426E-4,3.3936892326213997E-4,3.393483813262099E-4,3.392465331123473E-4,3.390045008354603E-4,3.3833273967942556E-4,3.3713488930620095E-4,3.3416476660652616E-4,3.288884751619925E-4,3.207289264103297E-4,3.0861327789266646E-4,2.9273176222399666E-4,2.749645712090132E-4,2.547743493144239E-4,2.348122500814842E-4,2.1486981900209479E-4,1.961093399721614E-4,1.7710989170205416E-4,1.578691039921809E-4,1.404308574450841E-4,1.2100408211845881E-4,1.0375890135383425E-4,8.628901807983258E-5,7.150586665161107E-5,5.885967100138778E-5,4.6405735854126995E-5,3.4823514406867595E-5,2.406343862526583E-5,1.5501036174314642E-5,8.670980965352904E-6,4.20935270084577E-6,1.720507539992866E-6,5.674434989666466E-7,1.6351236653555645E-7,2.397515197483102E-8,3.953421812141755E-9,3.1340785522360193E-10,,,,,,
SBSM,34.064986000000005,-117.29201000000002,5.0,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393819822115063E-4,3.393814754711899E-4,3.393804619907792E-4,3.3934343344999007E-4,3.3922300783173487E-4,3.38880552624099E-4,3.3785918370676793E-4,3.3547448995585594E-4,3.3129069141968337E-4,3.2426903716187283E-4,3.136916465319439E-4,2.997431261761996E-4,2.8333560379500966E-4,2.6401186560276457E-4,2.442871097944055E-4,2.2433196014626233E-4,2.042036194583874E-4,1.8551337382177735E-4,1.6603558814920483E-4,1.4711095262798235E-4,1.2609986929534855E-4,1.0722250031491853E-4,9.127332451330794E-5,7.598259493812876E-5,6.261427581111256E-5,5.035849291312733E-5,3.8732829206078456E-5,2.864036351002408E-5,1.9410208642045568E-5,1.2031222711983425E-5,6.447766515260689E-6,3.0070862887532357E-6,1.1636181420637826E-6,3.5622906924270836E-7,8.893697578393756E-8,1.4890427224578673E-8,1.6546899406222337E-9,1.4733436692893065E-10,5.4604099020139074E-12,,,,,,,,
SBSM,34.064986000000005,-117.29201000000002,10.0,3.393699154602414E-4,3.391747287144753E-4,3.38970532756E-4,3.3819094623599444E-4,3.3666713655367E-4,3.331281238397876E-4,3.2793555184607026E-4,3.199878613994178E-4,3.087007457043267E-4,2.953985355156341E-4,2.787108260640103E-4,2.6069176671383865E-4,2.4059808247900438E-4,2.198320587896152E-4,1.9901369630692667E-4,1.7746364378012913E-4,1.5679941651658424E-4,1.356475601218543E-4,1.1760739845989576E-4,1.0066872027714169E-4,8.475833163201774E-5,7.140821840301292E-5,5.9313860981791144E-5,4.7056791539157317E-5,3.5930535316475165E-5,2.5670052860582437E-5,1.655620028440108E-5,9.464565590366902E-6,4.763315163747173E-6,2.1182016155529837E-6,7.815789923037997E-7,2.342280898126603E-7,5.595895058441158E-8,1.0991186405462372E-8,1.1827001600295262E-9,6.660905160771335E-11,,,,,,,,,,,,,,,
MRSD,34.1749,-117.88109999999999,3.0,3.2377657723781095E-4,3.2377657723781095E-4,3.2377657723781095E-4,3.2377657723781095E-4,3.2377403823113937E-4,3.2376594330485453E-4,3.2372339847897E-4,3.2352399228841033E-4,3.231746228010701E-4,3.221799203538822E-4,3.1984404481077977E-4,3.169024085631911E-4,3.121543063362431E-4,3.055484847832579E-4,2.940522111430921E-4,2.786463525314975E-4,2.599773828690921E-4,2.372245532300532E-4,2.1212065074094344E-4,1.8720629248902831E-4,1.6246569021172164E-4,1.387777805254009E-4,1.1757954958646621E-4,9.760766068145355E-5,7.942341990851975E-5,6.162304184653689E-5,4.691655351107826E-5,3.4351233035634365E-5,2.3259892027116535E-5,1.475744080681185E-5,8.254970395693562E-6,3.958624824496049E-6,1.65578919919529E-6,5.834943660465441E-7,1.942883077754587E-7,6.378752137603527E-8,2.3552013561634055E-8,5.110894152338119E-9,1.0003247119527714E-9,,,,,,,,,,,,
MRSD,34.1749,-117.88109999999999,5.0,3.2377657723781095E-4,3.2377283019180414E-4,3.237723750509902E-4,3.237568761953469E-4,3.2371394703056833E-4,3.2348039377028126E-4,3.230999699441739E-4,3.2205051112599303E-4,3.197052815784307E-4,3.164783020412898E-4,3.111630494432305E-4,3.0358969815635906E-4,2.9267557677570277E-4,2.7865888939038186E-4,2.6110949399749117E-4,2.3945434413230604E-4,2.1490536717172493E-4,1.8990459524070857E-4,1.6417786071354357E-4,1.3971282974722943E-4,1.1614051850750151E-4,9.661699973928517E-5,7.892870182735212E-5,6.253703727032711E-5,4.847692733733755E-5,3.6179998201713026E-5,2.5307397477969396E-5,1.6850648765442955E-5,1.0039030345132538E-5,5.284322710741307E-6,2.37578093198465E-6,9.246105873161881E-7,2.558876345259975E-7,6.05180281443296E-8,9.059975658587405E-9,1.108819147610518E-9,,,,,,,,,,,,,,,
MRSD,34.1749,-117.88109999999999,10.0,3.235559605180294E-4,3.228642881552002E-4,3.222090681087586E-4,3.208652292113756E-4,3.185276959051242E-4,3.145093428603696E-4,3.091514731845546E-4,3.005544665943827E-4,2.877169382508038E-4,2.7263696719892483E-4,2.532422644992982E-4,2.3109972314871996E-4,2.0717072106724022E-4,1.8126073117663566E-4,1.577081552410764E-4,1.3443727521034177E-4,1.1274518078785434E-4,9.483992452907763E-5,7.867801104488592E-5,6.440802072771312E-5,5.056259823310594E-5,3.7829227134911214E-5,2.6018212867295887E-5,1.6214349204513034E-5,8.835535668993977E-6,4.572821704518226E-6,1.9620398979958154E-6,7.210953532066355E-7,2.1867472477232752E-7,4.839958400726374E-8,7.699240800462803E-9,8.379068550112834E-10,8.531930717481373E-11,,,,,,,,,,,,,,,,,,
STNI,33.93088,-118.17881,3.0,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371487938452013E-4,3.0368082271226005E-4,3.03409946690536E-4,3.028445083717024E-4,3.016952761445424E-4,2.9907110790794444E-4,2.9397094832839255E-4,2.8613965410451137E-4,2.7368437230268494E-4,2.56890175425184E-4,2.4029972750250206E-4,2.1742223927334603E-4,1.9366525425101866E-4,1.6957041702325704E-4,1.4432204458725284E-4,1.1803296646140105E-4,9.286981014700046E-5,6.853496430581085E-5,4.690125557704761E-5,2.9255465536670577E-5,1.6181983510610287E-5,7.915260904489685E-6,3.43675923764053E-6,1.4729330840568267E-6,6.021534753042346E-7,2.130677924094826E-7,6.673638941467885E-8,1.7723603917829678E-8,2.692593370490215E-9,2.4401269893559174E-10,1.455621179147215E-10,,,,,,,,
STNI,33.93088,-118.17881,5.0,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.037133113176216E-4,3.0370370981980255E-4,3.0366053190511444E-4,3.0350442117887955E-4,3.028016787343102E-4,3.014441244677535E-4,2.985834490828454E-4,2.9297937343897296E-4,2.84772475532713E-4,2.7185841905574826E-4,2.5530883245494795E-4,2.3472134693958147E-4,2.1410695700752047E-4,1.9054559349085398E-4,1.6740259624625775E-4,1.4436956668950618E-4,1.2170545097278662E-4,9.781589547741554E-5,7.499824803036681E-5,5.425125801961084E-5,3.6861164342649744E-5,2.2728779362934937E-5,1.2828629197381147E-5,6.408603930752044E-6,2.893283457927609E-6,1.043123190602735E-6,3.6262636549100336E-7,9.913894361002207E-8,1.8412777302856398E-8,3.1750376772166078E-9,2.991372705096751E-10,7.544631586142714E-12,,,,,,,,,
STNI,33.93088,-118.17881,10.0,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371641959425766E-4,3.0371622672598075E-4,3.0370752937469714E-4,3.0363809488365145E-4,3.0346614947418526E-4,3.0301380839126146E-4,3.011978984253094E-4,2.988358472402197E-4,2.939486466029262E-4,2.8722761701449606E-4,2.7765387272571385E-4,2.6375350338603276E-4,2.472829763495721E-4,2.2824062707016424E-4,2.0594245696048397E-4,1.8323819199494995E-4,1.5811372111729227E-4,1.3472180936435763E-4,1.128469252110742E-4,9.23846108727977E-5,7.380415884961078E-5,5.667591965008434E-5,4.1381350262770233E-5,2.889468790012728E-5,1.862806059116373E-5,1.1107535025534077E-5,6.009064225431793E-6,2.8068225851329842E-6,1.1491557213583192E-6,4.2884097650741637E-7,1.2994974629698675E-7,4.158208255500284E-8,1.0605721190160011E-8,1.7460973777971844E-9,1.8768309129058025E-10,,,,,,,,,,,,
